Order ID,Order Date,Ship Date,Ship Mode,Segment,Continent,Country,Region,State,City,Category,Sub-Category,Sales,Quantity,Discount,Profit
GB-2025-11396,5/18/2025,5/21/2025,Second Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Paper,178.98,7,0.1,60.85
GB-2024-11397,9/26/2024,10/1/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Furniture,Bookcases,1886.88,6,0,94.34
GB-2024-11398,12/19/2024,12/21/2024,First Class,Corporate,North America,United States,West,California,Los Angeles,Furniture,Tables,586.46,2,0,58.65
GB-2025-11399,1/23/2025,1/28/2025,Standard Class,Corporate,North America,Canada,East,Ontario,Toronto,Office Supplies,Art,45.85,7,0,13.76
GB-2024-11400,3/17/2024,3/19/2024,First Class,Home Office,North America,Canada,East,Ontario,Toronto,Technology,Accessories,38.31,1,0,15.32
GB-2025-11401,6/6/2025,6/11/2025,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Office Supplies,Binders,209.7,5,0,94.36
GB-2025-11402,7/1/2025,7/6/2025,Standard Class,Consumer,South America,Brazil,Southeast,São Paulo,São Paulo,Furniture,Chairs,820.13,3,0.2,24.6
GB-2026-11403,4/20/2026,4/25/2026,Standard Class,Consumer,North America,United States,West,Washington,Seattle,Furniture,Bookcases,2414.3,8,0.1,24.14
GB-2025-11404,3/24/2025,3/29/2025,Standard Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Technology,Copiers,13987.26,9,0,4895.54
GB-2024-11405,1/30/2024,2/4/2024,Standard Class,Home Office,Asia,India,East,West Bengal,Kolkata,Office Supplies,Paper,135.68,8,0,54.27
GB-2025-11406,5/23/2025,5/28/2025,Standard Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Furniture,Furnishings,185.73,9,0.1,35.29
GB-2024-11407,6/24/2024,6/29/2024,Standard Class,Home Office,Europe,United Kingdom,South,England,London,Technology,Accessories,121.05,1,0,48.42
GB-2025-11408,4/3/2025,4/5/2025,First Class,Home Office,North America,United States,East,New York,New York,Furniture,Tables,1686.99,6,0.5,674.8
GB-2026-11409,2/12/2026,2/17/2026,Standard Class,Consumer,Oceania,Australia,East,New South Wales,Sydney,Technology,Accessories,597.82,9,0.5,59.78
GB-2024-11410,5/9/2024,5/11/2024,First Class,Consumer,South America,Brazil,Southeast,Rio de Janeiro,Rio de Janeiro,Technology,Accessories,1182.44,9,0.1,402.03
GB-2024-11411,11/1/2024,11/3/2024,First Class,Corporate,Asia,India,North,Delhi,New Delhi,Office Supplies,Envelopes,56.74,9,0.5,2.84
GB-2026-11412,2/8/2026,2/10/2026,First Class,Home Office,Asia,India,South,Tamil Nadu,Chennai,Furniture,Furnishings,361.12,8,0,90.28
GB-2026-11413,2/26/2026,2/26/2026,Same Day,Consumer,North America,Canada,West,British Columbia,Vancouver,Furniture,Chairs,2387.76,8,0,358.16
GB-2025-11414,1/28/2025,2/2/2025,Standard Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Furniture,Bookcases,2457.36,9,0,122.87
GB-2026-11415,2/6/2026,2/11/2026,Standard Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Technology,Copiers,4035.72,6,0,1412.5
GB-2024-11416,1/31/2024,2/3/2024,Second Class,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Technology,Machines,433.7,1,0,78.07
GB-2024-11417,10/13/2024,10/15/2024,First Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Office Supplies,Binders,187.83,9,0,84.52
GB-2024-11418,7/19/2024,7/24/2024,Standard Class,Home Office,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Binders,56.44,4,0.5,8.47
GB-2025-11419,8/9/2025,8/11/2025,First Class,Corporate,Europe,Germany,North,Berlin,Berlin,Furniture,Bookcases,613.48,8,0.5,153.37
GB-2025-11420,2/2/2025,2/7/2025,Standard Class,Home Office,North America,United States,East,Pennsylvania,Philadelphia,Technology,Accessories,49.06,2,0.5,4.91
GB-2025-11421,5/31/2025,6/5/2025,Standard Class,Home Office,Europe,Germany,North,Berlin,Berlin,Technology,Accessories,1004.15,7,0,401.66
GB-2024-11422,1/17/2024,1/20/2024,Second Class,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Tables,2977.35,5,0,297.74
GB-2025-11423,11/22/2025,11/24/2025,First Class,Home Office,North America,United States,West,Washington,Seattle,Furniture,Chairs,1103.26,4,0.1,99.29
GB-2025-11424,8/18/2025,8/23/2025,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,74.04,6,0,29.62
GB-2026-11425,4/27/2026,5/2/2026,Standard Class,Consumer,North America,United States,West,California,Los Angeles,Office Supplies,Envelopes,52.33,9,0.1,15.18
GB-2025-11426,4/3/2025,4/5/2025,First Class,Consumer,North America,Canada,East,Ontario,Toronto,Office Supplies,Paper,24.41,1,0,9.76
GB-2025-11427,1/27/2025,1/30/2025,Second Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Paper,70.1,5,0,28.04
GB-2025-11428,6/10/2025,6/15/2025,Standard Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Paper,159.6,6,0,63.84
GB-2025-11429,3/1/2025,3/4/2025,Second Class,Corporate,Oceania,Australia,West,Western Australia,Perth,Furniture,Furnishings,167.76,6,0.5,8.39
GB-2025-11430,11/16/2025,11/21/2025,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Technology,Accessories,255.78,3,0,102.31
GB-2025-11431,9/21/2025,9/23/2025,First Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Chairs,130.29,1,0.2,3.91
GB-2025-11432,1/16/2025,1/19/2025,Second Class,Home Office,Asia,India,North,Delhi,New Delhi,Furniture,Chairs,2463.3,6,0,369.5
GB-2024-11433,1/6/2024,1/11/2024,Standard Class,Corporate,North America,United States,West,California,Los Angeles,Technology,Phones,1770.44,5,0.2,141.64
GB-2025-11434,6/21/2025,6/24/2025,Second Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Technology,Copiers,7740.24,7,0.1,2244.67
GB-2025-11435,3/27/2025,3/30/2025,Second Class,Corporate,Asia,India,North,Delhi,New Delhi,Office Supplies,Binders,47.46,6,0.5,7.12
GB-2024-11436,3/12/2024,3/17/2024,Standard Class,Consumer,Asia,India,West,Maharashtra,Mumbai,Furniture,Tables,1867.58,4,0.2,410.87
GB-2025-11437,10/22/2025,10/27/2025,Standard Class,Corporate,Asia,India,East,West Bengal,Kolkata,Furniture,Tables,2760.17,7,0,276.02
GB-2026-11438,1/4/2026,1/9/2026,Standard Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Phones,2732.4,8,0,546.48
GB-2024-11439,12/24/2024,12/29/2024,Standard Class,Corporate,North America,Canada,West,British Columbia,Vancouver,Furniture,Furnishings,131.48,3,0.5,6.57
GB-2024-11440,11/29/2024,12/4/2024,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Technology,Phones,1357.89,7,0.2,108.63
GB-2026-11441,1/5/2026,1/10/2026,Standard Class,Consumer,Asia,India,North,Delhi,New Delhi,Technology,Copiers,4392.22,4,0.1,1273.74
GB-2024-11442,8/10/2024,8/12/2024,First Class,Home Office,Oceania,Australia,East,New South Wales,Sydney,Furniture,Tables,1701.48,3,0,170.15
GB-2025-11443,9/21/2025,9/26/2025,Standard Class,Corporate,South America,Brazil,South,Paraná,Curitiba,Technology,Phones,1945.1,5,0,389.02
GB-2024-11444,8/30/2024,9/1/2024,First Class,Corporate,Asia,India,West,Maharashtra,Mumbai,Technology,Accessories,371.6,5,0,148.64
GB-2025-11445,10/22/2025,10/27/2025,Standard Class,Home Office,South America,Brazil,Southeast,Rio de Janeiro,Rio de Janeiro,Office Supplies,Binders,29.41,1,0,13.23
GB-2024-11446,9/16/2024,9/21/2024,Standard Class,Corporate,Asia,India,West,Maharashtra,Mumbai,Technology,Machines,605.47,1,0,108.98
GB-2024-11447,3/12/2024,3/17/2024,Standard Class,Corporate,North America,Canada,West,British Columbia,Vancouver,Furniture,Furnishings,67.32,6,0.5,3.37
GB-2025-11448,6/15/2025,6/20/2025,Standard Class,Consumer,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Paper,87.39,9,0,34.96
GB-2024-11449,2/15/2024,2/20/2024,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Technology,Copiers,9205.74,6,0,3222.01
GB-2024-11450,8/30/2024,9/2/2024,Second Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Art,84.13,4,0.1,20.19
GB-2026-11451,4/14/2026,4/19/2026,Standard Class,Home Office,Europe,Germany,North,Berlin,Berlin,Furniture,Tables,525.12,2,0,52.51
GB-2025-11452,8/14/2025,8/19/2025,Standard Class,Home Office,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Binders,97.92,8,0.2,32.31
GB-2025-11453,6/7/2025,6/12/2025,Standard Class,Home Office,Asia,India,East,West Bengal,Kolkata,Furniture,Tables,1204.44,8,0.5,481.78
GB-2024-11454,5/28/2024,6/2/2024,Standard Class,Home Office,North America,United States,East,New York,New York,Furniture,Chairs,1965.82,8,0.1,176.92
GB-2024-11455,5/22/2024,5/27/2024,Standard Class,Home Office,Asia,India,North,Delhi,New Delhi,Office Supplies,Envelopes,13.88,2,0,4.86
GB-2024-11456,5/3/2024,5/6/2024,Second Class,Consumer,Europe,Germany,South,Bavaria,Munich,Furniture,Tables,411.49,1,0,41.15
GB-2025-11457,1/24/2025,1/29/2025,Standard Class,Home Office,North America,United States,West,Washington,Seattle,Technology,Phones,2434.47,3,0,486.89
GB-2024-11458,4/12/2024,4/17/2024,Standard Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Bookcases,435.12,3,0,21.76
GB-2024-11459,5/11/2024,5/16/2024,Standard Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Furniture,Chairs,1458.8,4,0,218.82
GB-2024-11460,12/19/2024,12/24/2024,Standard Class,Home Office,Oceania,Australia,East,New South Wales,Sydney,Office Supplies,Paper,35.67,3,0,14.27
GB-2025-11461,1/2/2025,1/7/2025,Standard Class,Home Office,Europe,Germany,North,Berlin,Berlin,Furniture,Bookcases,659.57,2,0.1,6.6
GB-2024-11462,1/27/2024,2/1/2024,Standard Class,Corporate,South America,Brazil,Southeast,Rio de Janeiro,Rio de Janeiro,Technology,Copiers,7385.04,8,0,2584.76
GB-2024-11463,3/2/2024,3/7/2024,Standard Class,Home Office,North America,United States,West,Washington,Seattle,Technology,Phones,2677.92,7,0,535.58
GB-2024-11464,10/15/2024,10/20/2024,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Furniture,Bookcases,174.91,1,0,8.75
GB-2025-11465,9/22/2025,9/27/2025,Standard Class,Corporate,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Paper,86.78,6,0.1,29.51
GB-2024-11466,12/22/2024,12/27/2024,Standard Class,Corporate,Asia,India,South,Tamil Nadu,Chennai,Furniture,Tables,2519.8,5,0,251.98
GB-2024-11467,2/15/2024,2/20/2024,Standard Class,Consumer,Asia,India,North,Delhi,New Delhi,Furniture,Furnishings,276.21,9,0,69.05
GB-2024-11468,10/9/2024,10/12/2024,Second Class,Consumer,Europe,Germany,North,Berlin,Berlin,Technology,Phones,3349.26,6,0,669.85
GB-2024-11469,2/1/2024,2/3/2024,First Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Furniture,Chairs,2001.23,7,0,300.18
GB-2025-11470,4/18/2025,4/21/2025,Second Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Accessories,377.79,8,0.2,105.78
GB-2024-11471,6/28/2024,7/3/2024,Standard Class,Consumer,North America,Canada,East,Ontario,Toronto,Technology,Accessories,602.96,8,0,241.18
GB-2024-11472,9/16/2024,9/21/2024,Standard Class,Consumer,North America,United States,West,California,Los Angeles,Technology,Copiers,4587.63,7,0.2,1055.15
GB-2025-11473,3/26/2025,3/28/2025,First Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Office Supplies,Paper,99.09,9,0,39.64
GB-2025-11474,5/1/2025,5/6/2025,Standard Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Furniture,Bookcases,1728.3,6,0,86.42
GB-2024-11475,3/10/2024,3/13/2024,Second Class,Consumer,Europe,Germany,South,Bavaria,Munich,Office Supplies,Paper,23.73,1,0,9.49
GB-2024-11476,8/29/2024,9/3/2024,Standard Class,Home Office,North America,Canada,East,Ontario,Toronto,Furniture,Chairs,2312.04,6,0,346.81
GB-2025-11477,9/17/2025,9/20/2025,Second Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Technology,Machines,4451.32,4,0,801.24
GB-2025-11478,8/27/2025,9/1/2025,Standard Class,Consumer,Asia,Japan,Kansai,Osaka,Osaka,Office Supplies,Envelopes,14.46,2,0,5.06
GB-2024-11479,2/20/2024,2/25/2024,Standard Class,Home Office,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Binders,74.74,4,0.5,11.21
GB-2025-11480,11/16/2025,11/21/2025,Standard Class,Corporate,Oceania,Australia,West,Western Australia,Perth,Furniture,Bookcases,876.07,3,0.2,61.32
GB-2025-11481,11/7/2025,11/12/2025,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Furniture,Furnishings,77.12,1,0.1,14.65
GB-2025-11482,11/6/2025,11/11/2025,Standard Class,Home Office,Asia,India,North,Delhi,New Delhi,Office Supplies,Envelopes,55.38,3,0,19.38
GB-2025-11483,3/31/2025,3/31/2025,Same Day,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Machines,3672.65,5,0,661.08
GB-2026-11484,2/15/2026,2/20/2026,Standard Class,Corporate,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Paper,67.03,9,0.2,18.77
GB-2024-11485,9/22/2024,9/27/2024,Standard Class,Corporate,Europe,Germany,North,Berlin,Berlin,Furniture,Furnishings,73.92,2,0,18.48
GB-2026-11486,2/21/2026,2/24/2026,Second Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Technology,Machines,12547.71,9,0,2258.59
GB-2026-11487,1/13/2026,1/16/2026,Second Class,Home Office,South America,Brazil,Southeast,Rio de Janeiro,Rio de Janeiro,Furniture,Bookcases,1256.04,4,0,62.8
GB-2026-11488,3/20/2026,3/25/2026,Standard Class,Home Office,Europe,Germany,South,Bavaria,Munich,Office Supplies,Binders,68.58,3,0.1,26.75
GB-2026-11489,4/7/2026,4/10/2026,Second Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Envelopes,28.17,3,0,9.86
GB-2025-11490,9/11/2025,9/13/2025,First Class,Home Office,Asia,Japan,Kansai,Osaka,Osaka,Technology,Accessories,163.31,7,0,65.32
GB-2024-11491,11/15/2024,11/20/2024,Standard Class,Corporate,North America,Canada,East,Ontario,Toronto,Furniture,Tables,3414,6,0,341.4
GB-2025-11492,10/7/2025,10/12/2025,Standard Class,Home Office,Oceania,Australia,East,New South Wales,Sydney,Technology,Machines,10497.24,9,0,1889.5
GB-2024-11493,2/12/2024,2/14/2024,First Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Technology,Machines,1561.34,2,0.1,374.72
GB-2024-11494,3/5/2024,3/10/2024,Standard Class,Consumer,North America,United States,East,Pennsylvania,Philadelphia,Technology,Copiers,6402.52,4,0,2240.88
GB-2024-11495,8/6/2024,8/11/2024,Standard Class,Corporate,South America,Brazil,Southeast,São Paulo,São Paulo,Furniture,Bookcases,1601.34,6,0,80.07
GB-2024-11496,12/6/2024,12/9/2024,Second Class,Home Office,North America,United States,West,Washington,Seattle,Office Supplies,Envelopes,24.11,3,0.1,6.99
GB-2025-11497,3/15/2025,3/20/2025,Standard Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Technology,Machines,9307.48,7,0,1675.35
GB-2026-11498,1/28/2026,2/2/2026,Standard Class,Home Office,North America,United States,West,California,Los Angeles,Technology,Phones,3985.66,7,0,797.13
GB-2024-11499,4/9/2024,4/14/2024,Standard Class,Corporate,North America,United States,East,Pennsylvania,Philadelphia,Technology,Copiers,5170.31,7,0.5,258.52
GB-2025-11500,7/13/2025,7/18/2025,Standard Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Envelopes,61.32,5,0.2,14.1
GB-2024-11501,12/1/2024,12/6/2024,Standard Class,Corporate,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Technology,Copiers,1841.45,3,0.1,534.02
GB-2025-11502,5/4/2025,5/4/2025,Same Day,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Chairs,1249.78,8,0.1,112.48
GB-2024-11503,3/4/2024,3/9/2024,Standard Class,Home Office,Oceania,Australia,East,New South Wales,Sydney,Office Supplies,Binders,307.69,7,0.1,120
GB-2024-11504,4/12/2024,4/17/2024,Standard Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Furniture,Chairs,295.42,1,0.1,26.59
GB-2024-11505,11/4/2024,11/6/2024,First Class,Corporate,Oceania,Australia,East,New South Wales,Sydney,Office Supplies,Envelopes,106.68,7,0,37.34
GB-2026-11506,1/28/2026,1/30/2026,First Class,Home Office,Europe,Germany,South,Bavaria,Munich,Office Supplies,Envelopes,29.72,5,0.2,6.84
GB-2024-11507,11/14/2024,11/19/2024,Standard Class,Corporate,Europe,Germany,South,Bavaria,Munich,Technology,Machines,3112.02,5,0.5,1493.77
GB-2024-11508,7/15/2024,7/18/2024,Second Class,Home Office,North America,United States,East,Pennsylvania,Philadelphia,Office Supplies,Envelopes,93.8,7,0.2,21.57
GB-2024-11509,7/7/2024,7/10/2024,Second Class,Corporate,Asia,India,North,Delhi,New Delhi,Technology,Accessories,298.56,6,0,119.42
GB-2025-11510,12/12/2025,12/14/2025,First Class,Corporate,North America,United States,East,New York,New York,Furniture,Bookcases,1050.25,3,0.1,10.5
GB-2025-11511,3/14/2025,3/14/2025,Same Day,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Furniture,Bookcases,434.08,2,0,21.7
GB-2024-11512,6/30/2024,7/5/2024,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Furniture,Chairs,584.76,2,0,87.71
GB-2025-11513,2/9/2025,2/14/2025,Standard Class,Corporate,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Furniture,Bookcases,2427.01,8,0.2,169.89
GB-2026-11514,4/1/2026,4/6/2026,Standard Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Technology,Machines,1124,2,0,202.32
GB-2024-11515,6/17/2024,6/22/2024,Standard Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Art,155.33,7,0,46.6
GB-2025-11516,4/17/2025,4/22/2025,Standard Class,Home Office,North America,Canada,East,Ontario,Toronto,Furniture,Chairs,3225.69,9,0,483.85
GB-2024-11517,11/28/2024,11/30/2024,First Class,Corporate,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Machines,3680.25,5,0,662.44
GB-2025-11518,10/29/2025,11/3/2025,Standard Class,Home Office,North America,United States,East,New York,New York,Furniture,Tables,1146.09,3,0.5,458.44
GB-2024-11519,10/19/2024,10/22/2024,Second Class,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Envelopes,34.56,4,0,12.1
GB-2025-11520,10/18/2025,10/21/2025,Second Class,Consumer,Europe,United Kingdom,South,England,London,Technology,Copiers,3713.66,2,0,1299.78
GB-2024-11521,1/13/2024,1/16/2024,Second Class,Consumer,Asia,India,East,West Bengal,Kolkata,Furniture,Bookcases,1886.58,6,0,94.33
GB-2025-11522,1/30/2025,2/2/2025,Second Class,Consumer,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Binders,10.28,5,0.2,3.39
GB-2025-11523,12/17/2025,12/20/2025,Second Class,Home Office,North America,United States,West,Washington,Seattle,Office Supplies,Art,165.67,9,0.2,29.82
GB-2024-11524,12/19/2024,12/19/2024,Same Day,Corporate,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Paper,92.34,9,0,36.94
GB-2025-11525,1/5/2025,1/8/2025,Second Class,Corporate,Asia,India,East,West Bengal,Kolkata,Furniture,Bookcases,1172.36,4,0,58.62
GB-2025-11526,7/3/2025,7/8/2025,Standard Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Technology,Copiers,514.25,1,0.5,25.71
GB-2025-11527,5/7/2025,5/12/2025,Standard Class,Consumer,Asia,India,South,Tamil Nadu,Chennai,Technology,Copiers,5637.9,5,0,1973.26
GB-2024-11528,4/1/2024,4/3/2024,First Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Binders,150.91,4,0.1,58.85
GB-2025-11529,8/29/2025,9/3/2025,Standard Class,Home Office,North America,United States,East,New York,New York,Technology,Machines,664.87,1,0.2,199.46
GB-2025-11530,8/3/2025,8/8/2025,Standard Class,Consumer,Oceania,Australia,East,New South Wales,Sydney,Furniture,Chairs,394.86,1,0,59.23
GB-2024-11531,8/23/2024,8/28/2024,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Paper,27.75,1,0,11.1
GB-2025-11532,10/8/2025,10/13/2025,Standard Class,Home Office,South America,Brazil,South,Paraná,Curitiba,Furniture,Chairs,1034.05,5,0,155.11
GB-2024-11533,4/5/2024,4/10/2024,Standard Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Technology,Phones,6513.13,9,0.1,911.84
GB-2024-11534,10/9/2024,10/14/2024,Standard Class,Home Office,Asia,India,South,Tamil Nadu,Chennai,Office Supplies,Art,9.46,2,0,2.84
GB-2026-11535,3/2/2026,3/2/2026,Same Day,Corporate,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Art,144,6,0,43.2
GB-2025-11536,3/24/2025,3/26/2025,First Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Machines,4868.78,7,0,876.38
GB-2025-11537,10/24/2025,10/29/2025,Standard Class,Corporate,North America,United States,East,New York,New York,Office Supplies,Paper,148.32,8,0,59.33
GB-2025-11538,9/20/2025,9/22/2025,First Class,Home Office,North America,Canada,East,Ontario,Toronto,Office Supplies,Binders,155.05,7,0,69.77
GB-2025-11539,7/21/2025,7/26/2025,Standard Class,Home Office,Asia,Japan,Kanto,Tokyo,Tokyo,Technology,Machines,980.75,1,0,176.53
GB-2025-11540,7/25/2025,7/30/2025,Standard Class,Home Office,Oceania,Australia,West,Western Australia,Perth,Office Supplies,Paper,150.42,6,0,60.17
GB-2025-11541,1/6/2025,1/11/2025,Standard Class,Consumer,Oceania,Australia,East,New South Wales,Sydney,Furniture,Chairs,303.7,2,0.2,9.11
GB-2026-11542,2/21/2026,2/21/2026,Same Day,Corporate,Asia,India,East,West Bengal,Kolkata,Office Supplies,Paper,213.6,9,0.1,72.62
GB-2025-11543,8/8/2025,8/13/2025,Standard Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Technology,Accessories,159.74,2,0,63.9
GB-2025-11544,12/24/2025,12/29/2025,Standard Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Furniture,Chairs,2533.61,9,0.2,76.01
GB-2025-11545,7/18/2025,7/23/2025,Standard Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Office Supplies,Binders,13.14,3,0.5,1.97
GB-2024-11546,12/8/2024,12/13/2024,Standard Class,Consumer,Europe,Germany,South,Bavaria,Munich,Furniture,Chairs,2285.82,9,0,342.87
GB-2025-11547,5/12/2025,5/14/2025,First Class,Consumer,Europe,United Kingdom,South,England,London,Furniture,Bookcases,2513.88,8,0.1,25.14
GB-2024-11548,1/19/2024,1/21/2024,First Class,Consumer,North America,Canada,East,Ontario,Toronto,Office Supplies,Art,13.65,1,0,4.09
GB-2024-11549,5/19/2024,5/24/2024,Standard Class,Corporate,Africa,South Africa,Western Cape,Western Cape,Cape Town,Furniture,Chairs,532.15,2,0.1,47.89
GB-2026-11550,4/16/2026,4/21/2026,Standard Class,Consumer,Asia,Japan,Kanto,Tokyo,Tokyo,Furniture,Furnishings,45.05,2,0.5,2.25
GB-2026-11551,3/24/2026,3/27/2026,Second Class,Consumer,Europe,United Kingdom,North,Scotland,Edinburgh,Furniture,Chairs,2389.07,6,0.1,215.02
GB-2025-11552,4/19/2025,4/21/2025,First Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Paper,23.6,1,0,9.44
GB-2026-11553,4/16/2026,4/18/2026,First Class,Corporate,North America,United States,East,New York,New York,Furniture,Furnishings,165.74,2,0,41.44
GB-2025-11554,11/27/2025,12/2/2025,Standard Class,Corporate,North America,United States,West,Washington,Seattle,Technology,Accessories,501.56,4,0,200.62
GB-2025-11555,8/4/2025,8/9/2025,Standard Class,Corporate,Oceania,Australia,West,Western Australia,Perth,Furniture,Bookcases,1741.32,5,0.1,17.41
GB-2025-11556,2/27/2025,3/1/2025,First Class,Consumer,Africa,South Africa,Western Cape,Western Cape,Cape Town,Office Supplies,Paper,99.14,4,0.1,33.71
GB-2024-11557,3/13/2024,3/18/2024,Standard Class,Corporate,North America,Canada,West,British Columbia,Vancouver,Technology,Copiers,2511.16,2,0,878.91
GB-2026-11558,3/13/2026,3/16/2026,Second Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Office Supplies,Paper,92.92,7,0.5,9.29
GB-2025-11559,3/21/2025,3/26/2025,Standard Class,Corporate,Europe,United Kingdom,North,Scotland,Edinburgh,Technology,Copiers,9225.9,9,0,3229.06
GB-2026-11560,3/30/2026,4/4/2026,Standard Class,Home Office,Africa,South Africa,Western Cape,Western Cape,Cape Town,Technology,Phones,2803.14,6,0,560.63
GB-2025-11561,3/30/2025,4/1/2025,First Class,Home Office,North America,Canada,West,British Columbia,Vancouver,Office Supplies,Paper,174.12,6,0,69.65
GB-2025-11562,8/1/2025,8/6/2025,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Furniture,Furnishings,340.92,5,0.1,64.77
GB-2025-11563,9/6/2025,9/11/2025,Standard Class,Consumer,North America,United States,East,Pennsylvania,Philadelphia,Technology,Machines,1910.03,2,0.1,458.41
GB-2024-11564,5/25/2024,5/30/2024,Standard Class,Corporate,Asia,Japan,Kansai,Osaka,Osaka,Technology,Copiers,4462.14,3,0,1561.75
GB-2025-11565,9/27/2025,10/2/2025,Standard Class,Consumer,Europe,Germany,North,Berlin,Berlin,Furniture,Chairs,307,3,0.5,46.05
GB-2026-11566,3/14/2026,3/17/2026,Second Class,Home Office,Europe,United Kingdom,South,England,London,Office Supplies,Paper,25.98,2,0,10.39
GB-2026-11567,1/6/2026,1/8/2026,First Class,Corporate,Africa,South Africa,Western Cape,Western Cape,Cape Town,Furniture,Furnishings,55.76,5,0.2,7.25
GB-2024-11568,4/12/2024,4/15/2024,Second Class,Home Office,North America,United States,West,California,Los Angeles,Office Supplies,Art,20.86,1,0.1,5.01
GB-2026-11569,4/29/2026,5/4/2026,Standard Class,Consumer,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Technology,Phones,3008.08,4,0,601.62
GB-2024-11570,1/4/2024,1/9/2024,Standard Class,Consumer,South America,Brazil,South,Paraná,Curitiba,Technology,Accessories,58.72,2,0,23.49
GB-2025-11571,9/20/2025,9/22/2025,First Class,Consumer,Africa,South Africa,Gauteng,Gauteng,Johannesburg,Office Supplies,Binders,209.58,6,0,94.31
GB-2024-11572,2/16/2024,2/21/2024,Standard Class,Consumer,North America,Canada,West,British Columbia,Vancouver,Technology,Phones,2299.33,7,0.5,229.93
GB-2026-11573,4/24/2026,4/29/2026,Standard Class,Consumer,Oceania,Australia,West,Western Australia,Perth,Furniture,Tables,3783.74,8,0.1,605.4
